model;year;engineSize;transmission;mileage;fuelType;tax;mpg;price
1;2015;1.2;1;42031;4;125;54.3;6590
1;2016;1.0;1;16795;4;0;65.7;9470
16;2017;2.0;3;28613;1;145;52.3;19840
2;2015;1.5;1;46660;1;0;74.3;7600
2;2019;1.0;1;5294;4;145;60.1;17300
2;2019;1.0;1;4725;4;145;58.9;16730
2;2017;1.5;1;4948;1;145;74.3;12410
7;2017;2.0;2;27498;3;145;56.5;17080
13;2015;1.5;1;21482;1;0;74.4;7870
16;2017;2.0;1;28310;1;125;56.5;17990
1;2016;1.0;1;38737;4;20;62.8;8880
2;2016;1.5;1;70709;1;0;74.3;7500
1;2017;1.0;1;29466;4;0;65.7;9130
8;2017;1.2;1;32726;4;30;57.7;6710
3;2020;1.0;1;2475;4;145;50.4;19991
8;2017;1.2;1;24613;4;30;57.7;6800
5;2017;1.0;1;20846;4;125;52.3;10361
1;2017;1.2;1;23355;4;125;54.3;7750
2;2019;1.0;1;4650;4;145;60.1;17450
1;2017;1.1;1;25082;4;145;64.2;9450
2;2018;1.0;1;21149;4;145;57.7;12950
1;2014;1.0;1;30147;4;0;65.7;6450
2;2017;1.0;1;35450;4;145;60.1;8950
5;2018;1.0;1;8911;4;145;54.3;12450
2;2019;1.0;1;8508;4;145;58.9;14450
2;2015;1.5;1;65121;1;0;74.3;8151
1;2016;1.5;1;70658;1;0;78.5;5991
15;2014;1.2;1;14512;4;30;57.7;4890
4;2017;2.0;1;35417;1;125;60.1;13491
8;2018;1.2;1;7768;4;145;57.7;7991
1;2018;1.0;1;15946;4;145;65.7;10491
1;2017;1.0;1;29743;4;145;65.7;9491
5;2017;1.0;1;19031;4;150;52.3;9991
5;2017;1.0;1;20962;4;125;53.3;10991
1;2018;1.0;1;10169;4;150;65.7;10991
1;2017;1.0;1;17294;4;0;65.7;8450
4;2017;1.5;1;26452;1;30;64.2;13750
4;2017;1.5;1;15093;1;145;64.2;14750
1;2018;1.0;1;11625;4;145;65.7;9450
2;2014;1.0;1;23691;4;20;60.1;7950
5;2016;1.5;1;23444;1;30;64.2;8950
1;2019;1.0;1;5775;4;145;58.9;14750
5;2019;1.0;1;3646;4;145;51.4;15529
1;2018;1.1;1;19432;4;145;64.2;9450
1;2018;1.0;1;11410;4;145;65.7;11250
1;2018;1.0;1;14600;4;145;64.2;9450
8;2017;1.2;1;10455;4;145;57.7;8450
1;2014;1.0;1;23583;4;0;65.7;7950
5;2017;1.0;1;13308;4;145;53.3;10450
1;2016;1.2;1;29699;4;125;54.3;6950
1;2018;1.0;1;20761;4;145;65.7;10250
1;2018;1.1;1;15789;4;145;64.2;9750
2;2018;1.0;1;12528;4;145;61.4;10999
4;2018;1.5;1;16026;1;145;64.2;14450
6;2019;1.5;3;734;4;145;36.7;16950
10;2017;1.0;1;26967;4;30;54.3;10850
2;2017;1.0;1;14842;4;145;57.7;12950
4;2018;1.5;1;15664;1;145;64.2;14450
2;2017;1.5;1;24659;1;0;74.3;10250
1;2018;1.0;1;10307;4;145;65.7;10950
2;2018;1.0;1;12428;4;145;57.7;12999
2;2017;1.0;1;9793;4;145;61.4;11253
4;2017;1.5;1;12444;1;145;64.2;14590
1;2016;1.0;1;10581;4;0;65.7;8650
1;2016;1.2;1;16674;4;125;54.3;7950
5;2017;1.5;1;17134;4;160;44.8;8950
2;2018;1.0;1;18442;4;145;57.7;12650
2;2017;1.0;1;14662;4;145;60.1;11999
1;2018;1.1;1;9731;4;145;64.2;10250
1;2018;1.0;1;9001;4;145;65.7;10250
1;2016;1.0;1;29303;4;0;65.7;8450
1;2017;1.2;1;17437;4;125;54.3;7950
1;2018;1.0;1;2837;4;145;65.7;11456
1;2017;1.1;1;9705;4;145;64.2;9659
4;2017;1.5;1;13750;1;145;64.2;14450
2;2018;2.0;1;12250;4;145;41.5;19450
1;2018;1.1;1;6831;4;145;64.2;9850
2;2018;1.0;1;8761;4;145;57.7;13650
2;2018;1.0;1;13638;4;145;57.7;13250
2;2018;1.0;1;17897;4;145;57.7;13450
2;2019;1.0;1;9212;4;145;60.1;16950
1;2018;1.0;1;13222;4;145;65.7;10638
1;2018;1.1;1;18515;4;145;64.2;9407
2;2019;1.0;1;6108;4;145;49.6;16450
1;2017;1.2;1;19353;4;125;54.3;7999
2;2018;1.0;1;18954;4;145;61.4;10750
2;2017;1.0;1;15640;4;145;61.4;10950
2;2017;1.0;1;14301;4;145;61.4;10950
1;2018;1.0;1;8949;4;145;65.7;10708
1;2018;1.0;1;21919;4;145;65.7;10450
2;2018;1.0;1;15442;4;145;57.7;12950
4;2019;1.5;1;11048;1;145;54.3;16950
1;2014;1.0;1;24796;4;0;65.7;6950
1;2018;1.1;1;9976;4;145;64.2;10750
4;2015;1.5;1;18146;4;160;45.6;12950
7;2017;2.0;3;30191;1;125;58.9;12950
1;2018;1.0;1;12458;4;145;65.7;10950
1;2015;1.2;1;39329;4;125;54.3;5750
1;2018;1.1;1;8319;4;150;64.2;10750
1;2014;1.0;1;40687;4;0;65.7;5890
1;2014;1.0;1;45018;4;0;65.7;7170
4;2017;1.5;2;7843;4;235;38.2;14550
1;2019;1.1;1;3087;4;145;48.7;13140
1;2019;1.1;1;3254;4;145;48.7;13030
2;2019;1.0;1;5920;4;145;60.1;17790
4;2019;2.0;1;12174;1;145;47.9;18000
1;2019;1.0;1;5793;4;145;58.9;15910
2;2017;1.0;2;25668;4;125;51.4;9620
1;2015;1.5;1;25233;1;0;78.5;7791
1;2018;1.0;1;6091;4;145;65.7;11750
4;2016;2.0;1;27544;1;125;60.1;11750
1;2018;1.0;1;7761;4;145;58.9;11950
2;2018;1.0;1;10467;4;145;57.7;13950
1;2018;1.0;1;17090;4;145;65.7;10950
2;2018;1.0;1;12302;4;145;61.4;11250
2;2019;1.0;1;6283;4;145;60.1;15950
4;2016;2.0;1;42573;1;145;54.3;13250
2;2017;1.0;1;9865;4;145;60.1;12247
1;2019;1.5;1;3969;4;145;40.3;18450
2;2017;1.0;1;20613;4;145;60.1;9999
2;2018;1.0;1;7166;4;145;57.7;13617
4;2018;1.5;1;14943;1;145;54.3;15450
4;2017;1.5;1;25267;1;145;64.2;13461
1;2017;1.5;1;18363;1;145;78.5;10750
2;2018;2.0;1;9633;1;145;67.3;17450
2;2018;1.0;1;19729;4;145;57.7;13450
1;2014;1.2;1;25495;4;30;54.3;6999
2;2016;1.0;1;16006;4;20;60.1;11450
8;2018;1.2;1;10432;4;145;57.7;8450
1;2017;1.0;1;29414;4;145;65.7;9491
1;2017;1.2;1;14748;4;125;54.3;7999
1;2018;1.1;1;7282;4;145;64.2;9950
2;2019;1.0;1;4637;4;145;60.1;15750
1;2018;1.1;1;4997;4;145;64.2;9999
1;2018;1.1;1;15155;4;145;64.2;9950
1;2017;1.0;1;23448;4;0;65.7;9660
2;2019;1.0;1;4798;4;145;49.6;15920
5;2018;1.0;1;13399;4;145;54.3;14090
2;2018;2.0;1;5071;4;145;41.5;19766
4;2017;1.5;1;16212;1;145;64.2;14266
4;2018;1.5;1;17027;1;145;54.3;16950
4;2017;1.5;1;24425;1;145;64.2;13950
2;2018;1.0;1;12967;4;145;57.7;13157
4;2018;2.0;1;14888;1;145;60.1;17750
1;2017;1.0;1;12133;4;145;65.7;8368
2;2017;1.0;1;14436;4;20;60.1;10750
1;2018;1.0;1;7100;4;145;65.7;10950
1;2018;1.0;1;16498;4;145;65.7;11450
4;2018;1.5;1;14671;1;145;64.2;14450
4;2019;2.0;2;4903;1;145;42.2;22750
1;2019;1.0;1;2957;4;145;58.9;13491
1;2018;1.0;1;12180;4;145;65.7;10070
2;2019;1.5;1;7885;1;145;74.3;15490
4;2019;2.0;1;13532;1;145;47.9;19590
1;2015;1.5;1;17499;1;0;78.5;7390
2;2019;1.5;2;11773;1;145;74.3;15763
1;2016;1.0;1;27695;4;0;65.7;8221
5;2019;1.0;1;4933;4;150;51.4;15740
5;2016;1.5;1;37775;1;30;64.2;8430
4;2018;1.5;1;23393;1;145;54.3;13500
9;2019;2.0;1;25587;1;145;32.5;18995
1;2013;1.6;3;30015;4;145;47.9;7353
2;2018;1.5;1;30699;4;145;50.4;11999
2;2018;1.5;1;27654;1;145;80.7;15498
2;2018;1.0;1;19359;4;145;61.4;11698
4;2018;1.5;2;14337;4;145;38.2;17498
1;2016;1.2;1;20970;4;125;54.3;7495
1;2018;1.0;1;22988;4;145;56.5;10690
1;2016;1.0;1;30104;4;0;65.7;8650
4;2018;1.5;1;24943;1;145;54.3;16950
13;2016;1.6;1;23653;1;20;70.6;8990
1;2017;1.5;1;40176;1;145;88.3;9998
5;2017;1.5;1;8935;4;165;44.8;10298
1;2017;1.2;1;5215;4;125;54.3;8498
6;2017;1.0;1;24455;4;150;55.4;10298
4;2018;1.5;1;25753;1;150;54.3;16998
1;2018;1.0;1;21328;4;145;56.5;10495
1;2018;1.0;1;23444;4;145;56.5;10495
1;2015;1.2;1;29164;4;125;54.3;6197
1;2015;1.6;3;20920;4;150;47.9;8990
1;2014;1.5;1;64406;1;0;76.4;6995
4;2017;2.0;1;30685;1;145;54.3;14147
1;2019;1.1;1;15;4;145;55.4;13995
1;2016;1.0;1;18234;4;20;62.8;9995
1;2017;1.0;1;6002;4;150;65.7;9995
5;2017;1.5;3;9258;4;160;44.8;11495
12;2016;2.0;3;34606;1;145;52.3;17995
2;2019;1.0;1;10;4;145;49.6;21995
2;2019;1.0;2;11689;4;145;48.7;16495
1;2015;1.0;1;9827;4;0;65.7;8795
13;2013;1.0;1;44190;4;30;55.4;5795
2;2019;1.5;1;10000;1;145;74.3;16995
5;2018;1.0;1;6918;4;145;54.3;11995
5;2017;1.0;1;12055;4;125;53.3;9995
4;2018;1.5;3;28624;1;145;58.9;16950
1;2017;1.2;1;13450;4;125;54.3;7672
1;2017;1.2;1;33622;4;125;54.3;7950
1;2018;1.1;1;8131;4;145;64.2;9671
2;2018;1.0;1;8586;4;145;60.1;12250
4;2018;1.5;1;12271;1;145;64.2;15250
1;2016;1.2;1;22484;4;125;54.3;7999
2;2017;1.0;1;18095;4;145;60.1;11450
4;2019;1.5;1;5500;4;145;35.3;20395
3;2020;1.0;1;10;4;145;50.4;21495
4;2018;1.5;1;9500;4;145;45.6;16297
2;2013;1.0;1;69420;4;30;56.5;5297
1;2018;1.0;1;13050;4;145;65.7;9350
1;2017;1.2;1;7207;4;145;54.3;8650
6;2018;1.0;1;8147;4;145;48.7;14250
2;2018;1.0;1;15916;4;145;57.7;12950
1;2018;1.0;1;15253;4;145;58.9;11950
1;2018;1.1;1;6169;4;145;64.2;9850
1;2018;1.1;1;10405;4;145;64.2;9950
1;2018;1.1;1;5789;4;145;64.2;9850
1;2018;1.1;1;17887;4;145;64.2;9997
10;2013;1.6;1;35765;1;125;60.1;6597
2;2017;1.0;1;32688;4;20;61.4;9497
1;2018;1.0;1;14467;4;145;65.7;11997
1;2018;1.0;1;11224;4;145;65.7;10597
2;2018;1.0;1;13146;4;145;60.1;11997
8;2019;1.2;1;1850;4;145;43.5;10495
5;2019;1.0;1;4220;4;150;52.3;17495
2;2018;1.0;1;18569;4;150;57.7;12795
6;2017;1.0;1;7256;4;30;55.4;13495
2;2019;1.0;1;11885;4;150;49.6;17495
2;2019;1.0;1;11939;4;150;49.6;17495
2;2017;1.0;1;51643;4;20;61.4;8498
2;2018;1.0;1;23732;4;145;60.1;13698
13;2016;1.5;1;14853;1;0;74.4;9498
1;2018;1.1;1;7101;4;145;64.2;10397
1;2017;1.0;1;19611;4;0;65.7;9597
1;2018;1.0;1;11148;4;145;65.7;10897
2;2018;1.0;1;17916;4;145;61.4;10597
1;2018;1.1;1;13647;4;145;64.2;9897
1;2018;1.0;1;17244;4;145;58.9;10897
1;2018;1.0;1;6939;4;145;65.7;11197
1;2018;1.1;1;18220;4;145;64.2;9997
5;2018;1.5;1;16815;1;145;68.9;13697
4;2018;2.0;1;3584;1;145;47.9;17997
2;2016;1.5;1;52570;1;0;74.3;7897
1;2017;1.0;1;24009;4;20;62.8;9697
4;2017;1.5;1;22096;1;30;64.2;13697
1;2018;1.1;1;14289;4;145;64.2;9297
2;2018;1.0;1;9174;4;145;57.7;13897
1;2018;1.0;1;7804;4;145;65.7;10950
1;2018;1.1;1;4527;4;145;64.2;9950
1;2017;1.0;1;17045;4;145;65.7;10625
2;2017;1.0;1;15267;4;145;60.1;10450
1;2017;1.0;1;18653;4;145;65.7;9650
2;2018;1.0;1;12655;4;145;57.7;13997
1;2018;1.1;1;14821;4;145;64.2;8950
1;2019;1.0;1;2218;4;145;58.9;13497
2;2017;1.0;1;10708;4;145;60.1;11997
2;2018;1.0;1;7066;4;145;57.7;14497
8;2017;1.2;1;19701;4;145;57.7;7697
2;2019;1.0;1;7231;4;145;60.1;15597
2;2016;2.0;1;19065;4;200;41.5;16597
5;2017;1.0;1;13910;4;145;53.3;10497
1;2016;1.2;1;28095;4;125;54.3;7397
5;2018;1.0;1;13157;4;145;51.4;13997
1;2014;1.0;1;27361;4;0;65.7;6897
2;2018;1.0;1;4212;4;145;57.7;14497
2;2018;2.0;1;10901;4;145;41.5;18998
4;2018;1.5;1;17185;1;145;64.2;14997
1;2015;1.6;3;47560;4;145;47.9;7250
16;2017;2.0;2;28997;1;145;52.3;18425
1;2017;1.1;1;7314;4;145;64.2;9550
2;2019;1.0;1;6325;4;145;60.1;17325
1;2016;1.0;3;17970;4;0;57.7;9797
1;2019;1.0;1;14796;4;145;56.5;11950
1;2018;1.1;1;8248;4;145;64.2;9250
4;2018;1.5;1;15065;4;145;45.6;16850
1;2018;1.1;1;5643;4;145;64.2;10597
2;2018;2.0;1;7777;4;145;41.5;18950
2;2018;1.0;1;5055;4;145;57.7;13150
2;2018;2.0;1;8781;4;145;41.5;17850
1;2017;1.0;1;17796;4;145;65.7;9750
2;2016;1.0;3;15618;4;125;51.4;11625
2;2019;2.0;2;5998;1;145;64.2;21925
2;2018;1.0;1;19338;4;145;61.4;11250
2;2019;1.5;1;10857;1;145;74.3;17725
1;2018;1.0;1;31925;4;145;65.7;9150
8;2017;1.2;1;14371;4;145;57.7;7550
5;2018;1.0;3;4385;4;145;48.7;15997
1;2018;1.0;1;23421;4;145;56.5;9995
6;2013;1.0;1;15260;4;30;55.4;7295
1;2017;1.1;1;19033;4;145;64.2;8495
1;2013;1.0;3;50842;4;0;57.7;7092
4;2018;1.5;3;6667;1;150;58.9;18731
1;2014;1.2;1;21512;4;30;54.3;6702
1;2018;1.0;1;3800;4;145;55.4;14536
2;2016;1.5;1;31500;1;0;74.3;10142
8;2018;1.2;1;12405;4;145;57.7;7950
1;2018;1.0;1;11579;4;145;65.7;10450
1;2018;1.0;1;3563;4;145;65.7;10650
4;2017;2.0;1;24845;1;145;60.1;15950
2;2017;1.0;1;29254;4;20;60.1;10450
2;2017;1.0;1;20266;4;145;60.1;11450
2;2017;2.0;1;27188;4;145;41.5;17950
1;2018;1.1;1;11602;4;145;64.2;8950
4;2018;1.5;1;6924;1;145;54.3;15750
1;2018;1.0;1;13900;4;145;65.7;10950
1;2018;1.0;1;5678;4;145;65.7;10999
6;2018;1.0;1;10844;4;145;49.6;11950
2;2017;1.0;1;27086;4;20;60.1;10950
1;2014;1.0;1;33042;4;0;65.7;7450
1;2018;1.0;1;23266;4;145;65.7;10450
2;2018;1.0;1;12690;4;145;60.1;16625
4;2017;2.0;3;14726;1;145;54.3;17925
1;2014;1.2;1;21292;4;30;54.3;6250
1;2018;1.0;1;15950;4;145;65.7;10697
2;2018;1.0;1;8976;4;145;57.7;13250
8;2019;1.2;1;8136;4;145;48.7;9697
2;2017;1.5;1;49311;1;150;74.3;9551
5;2017;1.0;1;31889;4;150;53.3;9120
1;2017;1.0;1;16965;4;150;62.8;9591
1;2017;1.6;1;20110;4;145;47.9;11951
5;2019;1.0;1;7386;4;145;52.3;15591
1;2015;1.6;1;32948;4;150;47.9;9495
2;2016;2.0;1;18646;4;200;41.5;15795
1;2016;1.2;1;40126;4;125;54.3;6697
2;2018;1.0;1;14668;4;145;61.4;11397
2;2017;1.0;1;20744;4;145;60.1;11697
1;2016;1.0;1;19475;4;20;62.8;10110
8;2018;1.2;1;11834;4;145;57.7;7600
8;2018;1.2;1;7285;4;145;57.7;7800
4;2019;2.0;1;3651;1;145;47.9;20080
2;2019;1.5;1;2583;4;145;51.4;19950
2;2019;1.0;1;3591;4;145;49.6;15391
4;2017;2.0;1;16654;1;145;54.3;17310
2;2016;1.5;1;21922;4;125;51.4;11220
3;2020;1.0;1;2986;4;145;50.4;20890
1;2015;1.0;1;50116;4;0;65.7;6541
2;2014;1.0;1;37396;4;30;56.5;6997
2;2019;1.0;1;1310;4;145;58.9;15497
13;2016;1.0;1;13481;4;30;55.4;8997
2;2016;1.0;1;35199;4;20;60.1;9897
1;2017;1.0;1;20445;4;145;62.8;10497
1;2019;1.0;3;3134;4;145;48.7;13997
15;2016;1.2;1;16690;4;30;57.7;5497
1;2017;1.0;1;23143;4;145;65.7;9997
4;2017;2.0;3;23489;1;145;54.3;17397
1;2017;1.0;1;6698;4;145;65.7;10497
4;2019;1.5;1;10967;1;145;45.6;16698
2;2016;2.0;1;26023;1;20;67.3;15998
4;2016;2.0;1;54153;1;125;60.1;9998
4;2019;1.5;1;537;4;150;39.2;19998
4;2019;2.0;1;13346;1;150;37.7;21290
2;2016;1.5;1;57477;1;0;74.3;9059
2;2019;1.0;1;7562;4;145;60.1;17520
4;2015;2.0;3;49711;1;145;52.3;13660
1;2018;1.0;1;24813;4;145;56.5;11000
1;2019;1.1;1;2356;4;145;48.7;13140
4;2016;2.0;1;63741;1;125;60.1;12091
2;2019;1.0;1;1011;4;145;60.1;21972
2;2019;1.0;1;4753;4;145;60.1;19000
2;2019;1.0;1;3400;4;145;60.1;19000
1;2017;1.0;1;7238;4;0;65.7;9780
8;2017;1.2;1;4308;4;145;57.7;7500
1;2017;1.0;1;23065;4;145;65.7;10481
8;2018;1.2;1;18653;4;145;54.3;8421
2;2019;1.5;1;5372;1;145;74.3;15780
5;2018;1.0;1;14453;4;145;54.3;11660
1;2018;1.1;1;6499;4;145;64.2;10597
1;2016;1.0;1;9855;4;0;65.7;9850
8;2018;1.2;1;12401;4;145;57.7;7850
4;2019;2.0;1;5891;1;145;37.7;25925
1;2017;1.1;1;14126;4;145;64.2;9450
4;2017;1.5;1;18258;1;145;64.2;16350
4;2015;2.0;1;44325;1;125;60.1;9950
4;2017;2.0;1;15939;1;145;54.3;15550
1;2015;1.6;1;20028;4;145;47.9;10250
1;2017;1.0;1;13281;4;145;65.7;9750
1;2017;1.0;1;19130;4;150;65.7;10498
5;2015;1.0;1;24125;4;125;52.3;8298
10;2017;1.5;1;27070;1;150;64.2;11498
13;2015;1.6;3;33440;4;165;44.1;7598
1;2016;1.5;1;38052;1;0;78.5;6998
7;2017;1.5;1;59787;1;150;78.5;9598
1;2017;1.2;1;10673;4;125;54.3;8998
1;2019;1.0;1;8156;4;145;58.9;13998
1;2015;1.2;1;25409;4;125;54.3;6698
1;2016;1.0;1;11805;4;0;65.7;10798
1;2019;1.5;1;3428;4;150;40.3;16995
1;2018;1.0;1;31250;4;150;65.7;9995
5;2019;1.0;1;12402;4;150;54.3;14390
4;2014;2.0;1;37515;1;150;53.3;8990
4;2017;1.5;1;23969;1;150;64.2;13890
10;2017;1.0;1;17897;4;30;54.3;11498
7;2018;1.5;2;25950;4;150;44.8;15498
1;2018;1.1;1;9578;4;150;55.4;10498
4;2014;2.0;1;48694;1;145;53.3;9498
2;2015;1.5;1;33539;1;0;74.3;8798
2;2019;1.0;1;12739;4;145;58.9;14498
2;2018;2.0;1;20145;4;145;41.5;18998
4;2019;1.5;1;9102;4;145;39.2;19498
4;2016;1.5;1;15782;1;30;64.2;13998
2;2014;1.6;1;62125;1;20;67.3;7298
13;2013;1.6;3;16736;4;165;44.1;6998
5;2018;1.0;1;7016;4;150;53.3;13995
16;2017;2.0;1;20999;1;125;56.5;19995
1;2016;1.2;1;11969;4;125;54.3;6995
6;2017;1.0;1;13142;4;145;55.4;10495
1;2019;1.0;1;13034;4;145;58.9;12495
7;2016;2.0;2;42165;3;0;67.3;12995
4;2019;2.0;1;3100;1;145;36.7;20395
14;2018;2.0;1;17478;1;145;48.7;20995
13;2017;1.0;1;22649;4;30;55.4;8995
1;2017;1.2;1;27796;4;145;54.3;7897
2;2018;1.0;1;11148;4;145;57.7;13597
2;2015;1.5;1;39588;1;0;74.3;8497
4;2018;1.5;1;12232;1;145;54.3;15397
6;2017;1.5;1;22870;1;20;68.9;10697
4;2019;1.5;1;9036;4;145;39.2;18997
1;2017;1.0;1;21143;4;145;65.7;9297
4;2019;1.5;1;7342;4;145;34.4;17997
1;2017;1.1;1;16812;4;145;64.2;9050
13;2014;1.0;1;9181;4;30;55.4;7998
1;2015;1.0;1;21074;4;0;65.7;7498
1;2019;1.0;1;11445;4;145;58.9;12498
1;2015;1.0;1;24305;4;20;62.8;8798
2;2017;1.0;1;32160;4;20;60.1;9798
1;2018;1.1;1;16639;4;145;64.2;9000
12;2016;2.0;1;33777;1;125;56.5;17490
2;2015;1.0;1;27792;4;20;61.4;7990
1;2015;1.0;1;29174;4;0;65.7;8290
1;2017;1.2;1;14301;4;125;54.3;9498
2;2017;1.0;1;7426;4;20;60.1;10998
2;2018;1.5;1;16210;1;145;80.7;14495
4;2019;1.5;1;878;4;145;39.2;25925
2;2017;2.0;1;16001;1;145;67.3;17998
1;2016;1.0;1;24859;4;0;65.7;8998
7;2016;2.0;3;37154;1;125;58.9;11998
2;2016;2.0;1;41157;4;205;41.5;14998
2;2016;2.0;1;44106;1;20;67.3;13498
4;2018;1.5;1;14232;4;145;45.6;18298
1;2016;1.2;1;25411;4;125;54.3;7698
4;2017;2.0;1;36858;1;150;60.1;13890
2;2015;1.0;1;43919;4;20;61.4;7600
2;2017;1.5;1;30261;1;0;74.3;10390
13;2017;1.0;1;13890;4;30;57.7;10990
4;2018;2.0;1;18416;1;145;60.1;16995
8;2018;1.2;1;3136;4;145;47.9;9495
4;2019;2.0;3;3357;1;145;42.2;23850
2;2019;2.0;2;11834;1;145;64.2;17890
13;2017;1.6;3;7669;4;160;44.1;9660
16;2017;2.0;3;32582;1;145;52.3;17720
2;2013;1.6;1;24433;1;20;67.3;6921
2;2019;1.0;1;2798;4;145;60.1;17520
2;2019;1.0;1;4792;4;145;60.1;17520
2;2019;1.0;1;6871;4;145;60.1;17520
6;2016;1.0;1;36303;4;30;55.4;9160
5;2018;1.0;1;14067;4;145;54.3;15290
1;2018;1.1;1;14504;4;145;64.2;9995
1;2016;1.2;1;15282;4;125;54.3;8290
1;2018;1.0;1;16405;4;145;65.7;10995
4;2019;2.0;1;10974;1;145;38.2;17500
4;2018;2.0;2;26973;1;145;54.3;16500
5;2016;1.5;3;28533;4;160;44.8;9700
13;2017;1.6;3;34961;4;160;44.1;9300
1;2015;1.0;1;27095;4;0;65.7;8700
4;2017;2.0;1;38535;1;145;54.3;14500
1;2014;1.6;3;31604;4;145;47.9;7800
2;2019;1.0;1;10900;4;145;58.9;15600
4;2019;1.5;1;10283;4;145;34.4;17600
2;2014;2.0;1;45599;4;235;39.2;12500
18;2017;1.5;1;20122;1;30;64.2;14000
4;2017;2.0;1;17416;1;145;60.1;16290
10;2017;1.5;1;13809;1;30;64.2;10800
2;2018;1.0;1;11612;4;150;57.7;13995
1;2017;1.0;1;12513;4;150;65.7;10995
4;2019;2.0;1;8712;1;150;47.9;18990
1;2017;1.1;1;8855;4;150;64.2;9495
2;2017;1.0;1;23500;4;145;60.1;11600
4;2018;1.5;1;7500;1;145;54.3;16300
1;2017;1.0;1;16157;4;145;65.7;9400
4;2019;1.5;1;6777;4;145;35.3;19690
4;2017;2.0;1;14621;1;145;60.1;15000
4;2017;2.0;1;6216;1;125;60.1;15200
1;2016;1.0;1;19141;4;0;65.7;8500
4;2017;1.5;1;16155;1;145;64.2;14000
1;2016;1.0;1;2570;4;0;65.7;8900
1;2017;1.0;1;38081;4;145;65.7;9990
14;2019;2.0;2;10;1;145;37.2;30990
2;2018;2.0;1;5909;4;145;41.5;18000
4;2016;2.0;1;15893;1;125;60.1;15290
2;2017;2.0;1;14457;1;145;67.3;18490
4;2019;2.0;1;14362;1;145;38.2;19990
4;2017;2.0;1;36609;1;125;60.1;15290
2;2018;1.5;1;28526;1;145;74.3;10995
2;2017;1.0;1;2240;4;20;60.1;11999
1;2015;1.0;1;44823;4;0;65.7;6990
1;2018;1.0;1;15757;4;145;60.1;13800
4;2017;2.0;1;22435;1;150;54.3;15200
15;2015;1.2;1;38622;4;30;57.7;4500
4;2019;2.0;1;9390;1;150;38.2;17200
1;2017;1.0;1;26658;4;150;65.7;10700
1;2017;1.1;1;25000;4;150;64.2;8500
2;2017;2.3;1;14929;4;150;36.7;26900
1;2019;1.0;1;9235;4;150;60.1;14200
12;2013;1.6;1;39704;1;145;54.3;8500
1;2016;1.2;1;16460;4;125;54.3;7200
1;2016;1.0;1;10106;4;0;65.7;9500
4;2016;2.0;1;10852;1;145;54.3;15700
12;2017;2.0;3;29570;1;125;52.3;17500
2;2015;1.5;1;27097;1;0;74.3;10000
1;2014;1.0;1;23777;4;0;65.7;8300
4;2019;1.5;2;11251;4;145;29.1;20900
2;2019;1.0;1;26443;4;145;60.1;6900
2;2019;2.0;1;10836;1;145;50.4;24900
2;2016;1.0;1;15610;4;20;61.4;10500
12;2016;2.0;1;27790;1;125;56.5;15500
7;2017;2.0;3;26723;1;125;58.9;15800
18;2016;1.5;2;18460;1;125;56.6;14500
1;2018;1.1;1;21637;4;145;64.2;9990
1;2015;1.2;1;30236;4;125;54.3;7495
5;2017;1.0;1;9862;4;125;52.3;11590
2;2018;2.0;1;11350;1;145;67.3;18990
1;2013;1.2;1;69455;4;30;54.3;5000
1;2019;1.5;1;4670;4;150;40.3;16800
4;2017;1.5;1;46815;1;30;64.2;11200
4;2014;2.0;1;55221;1;160;47.9;9500
1;2019;1.0;1;4640;4;145;58.9;15000
4;2017;1.5;1;29764;1;145;64.2;15000
1;2017;1.1;1;10313;4;145;64.2;8700
1;2018;1.0;1;13792;4;145;65.7;11600
1;2017;1.2;1;10111;4;125;54.3;8998
5;2014;1.5;1;26254;4;160;44.8;7998
1;2015;1.0;1;22767;4;0;65.7;7998
2;2018;1.0;1;15012;4;150;57.7;13498
1;2018;1.0;1;15012;4;150;65.7;9498
4;2016;2.0;1;24031;1;145;54.3;14995
7;2014;2.0;1;25931;1;30;62.8;13302
1;2016;1.0;1;14328;4;20;62.8;9397
1;2013;1.5;1;40131;1;0;76.4;5591
2;2016;1.0;1;25487;4;20;60.1;8895
2;2018;1.0;1;13768;4;145;60.1;12595
1;2018;1.0;1;10258;4;145;65.7;13690
2;2018;1.5;1;26491;1;145;74.3;15490
2;2017;1.0;1;10000;4;145;60.1;13990
10;2016;1.5;1;47387;1;30;64.2;9495
2;2019;1.0;1;10279;4;145;58.9;15995
2;2014;1.6;1;30500;1;20;67.3;7800
5;2017;1.0;1;25782;4;125;52.3;8900
1;2018;1.0;1;7954;4;150;58.9;10700
5;2019;1.0;1;8537;4;150;51.4;15800
1;2019;1.0;1;10762;4;150;58.9;13900
1;2013;1.6;1;55211;1;0;85.6;5990
2;2018;2.0;1;8213;1;145;67.3;18990
1;2019;1.0;1;6252;4;145;60.1;17290
2;2019;1.5;2;3366;1;145;53.3;17295
4;2019;2.0;1;6370;1;145;37.7;23995
2;2018;1.0;1;18300;4;145;57.7;12995
2;2018;2.0;1;21800;4;145;41.5;18295
2;2018;1.0;1;24000;4;145;57.7;11995
1;2016;1.6;1;56000;4;150;47.9;8795
2;2018;1.0;1;21000;4;150;57.7;12395
1;2019;1.0;1;4800;4;150;60.1;14995
4;2017;2.0;3;25208;1;150;54.3;15995
